CT_ID,business_id_count,is_open_mean,Nhood_area_first,review_count_mean,stars_mean,RestaurantsPriceRange2_mean,Alcohol_ratio,biz_density_
32003006700,1767,0.8024900962082626,8657816.566128949,203.04244482173175,3.5947934352009057,2.3715498938428876,0.35370684776457273,2040.930281328488
04013216816,1142,0.8231173380035026,270722872.64707357,31.990367775831874,3.885726795096322,2.00996015936255,0.07530647985989491,42.183358533165475
04013217201,1102,0.7395644283121597,49348139.07162041,58.6016333938294,4.058076225045372,2.050666666666667,0.24047186932849365,223.3113589958549
32003005105,792,0.8838383838383839,7134409.5915041985,38.1540404040404,3.5972222222222223,1.8098591549295775,0.07828282828282829,1110.112882982118
32003002962,674,0.8798219584569733,113262348.81990418,31.501483679525222,3.9043026706231454,1.9202453987730062,0.02967359050445104,59.50786002784665
37119000100,640,0.7796875,3485505.1829787763,44.7859375,3.64453125,1.787037037037037,0.30625,1836.1757231789404
04013114100,618,0.8268608414239482,54239739.25900549,43.894822006472495,3.6415857605177995,1.7380952380952381,0.15372168284789645,113.9386008197657
42003020100,604,0.7963576158940397,1803374.5670553532,37.9817880794702,3.6059602649006623,1.8160919540229885,0.22185430463576158,3349.2764677625655
32003002302,602,0.7906976744186046,2577716.82886048,101.42524916943522,3.6652823920265782,2.2995495495495497,0.2009966777408638,2335.4000457300945
32003006800,577,0.8353552859618717,113262348.81990418,113.64471403812826,3.2426343154246102,2.0105820105820107,0.25996533795493937,50.94367245707347
32003000700,496,0.7580645161290323,4974383.752925262,101.15524193548387,3.8215725806451615,1.7264957264957266,0.3024193548387097,997.1084352073153
04013318400,468,0.8205128205128205,314689.7237430518,37.467948717948715,3.8290598290598292,1.8161434977578474,0.0876068376068376,14871.791631242715
32003002956,462,0.8008658008658008,113262348.81990418,51.65584415584416,3.7142857142857144,1.9913419913419914,0.19913419913419914,40.79025420306402
32003002847,400,0.8,124467335.09172945,62.1375,3.63125,1.9392712550607287,0.1525,32.13694578623456
39035107701,372,0.803763440860215,8485533.53958471,44.575268817204304,3.6196236559139785,1.7516778523489933,0.3333333333333333,438.39317617994595
32003006900,348,0.8362068965517241,113262348.81990418,27.410919540229884,3.9482758620689653,1.6888888888888889,0.05172413793103448,30.725126542567708
04013318700,348,0.6408045977011494,405110.1322843003,62.0632183908046,3.5977011494252875,1.678714859437751,0.3045977011494253,8590.256630653186
04013614700,347,0.9135446685878963,147733895.28114972,19.244956772334294,3.936599423631124,1.6883116883116882,0.020172910662824207,23.48817780372138
32003002976,343,0.8600583090379009,90081278.63950229,50.55102040816327,3.8454810495626823,1.7688442211055277,0.07871720116618076,38.076724174027014
04013615200,333,0.7657657657657657,165850372.3976552,52.7987987987988,3.623123123123123,1.9695652173913043,0.2042042042042042,20.078338998333656
04013216830,304,0.8256578947368421,270722872.64707357,26.93092105263158,4.100328947368421,1.9540229885057472,0.125,11.22919526627172
32003003415,296,0.9121621621621622,7410594.343492067,21.847972972972972,3.429054054054054,1.78125,0.033783783783783786,399.42815148145996
32003002201,296,0.8614864864864865,16095092.396815753,47.472972972972975,3.85472972972973,1.9891304347826086,0.11148648648648649,183.90699021930467
04013217300,293,0.8054607508532423,49348139.07162041,46.62457337883959,3.737201365187713,2.3317073170731706,0.08191126279863481,59.37407276387067
32003001100,283,0.773851590106007,2577716.82886048,61.09893992932862,3.9664310954063606,1.819672131147541,0.1519434628975265,1097.8707856173037
37119005812,282,0.8049645390070922,9568224.995403647,19.595744680851062,3.5904255319148937,1.6853932584269662,0.1453900709219858,294.72551088155456
04013061012,279,0.8745519713261649,,35.25806451612903,3.474910394265233,1.7374301675977655,0.12903225806451613,
32003005346,275,0.8290909090909091,18782739.209880024,40.723636363636366,3.8,1.7207207207207207,0.08363636363636363,146.41101967456672
04013617700,274,0.8759124087591241,,23.266423357664234,3.403284671532847,2.0,0.04744525547445255,
32003002995,269,0.8438661710037175,113262348.81990418,96.40148698884758,3.704460966542751,1.8846153846153846,0.23048327137546468,23.750169655030785
32003005851,267,0.8389513108614233,90081278.63950229,37.254681647940075,3.906367041198502,1.6901408450704225,0.052434456928838954,29.63989899260995
32003005854,250,0.852,90081278.63950229,35.832,3.882,1.7023809523809523,0.08,27.752714412556134
04013216810,249,0.8875502008032129,270722872.64707357,25.216867469879517,3.9457831325301207,1.8620689655172413,0.08835341365461848,9.197597438492297
04013113100,248,0.7217741935483871,54239739.25900549,75.34677419354838,3.806451612903226,1.728395061728395,0.24596774193548387,45.7229336623008
42003459201,245,0.9061224489795918,,20.081632653061224,3.4673469387755103,1.9,0.1673469387755102,
37119003400,243,0.7818930041152263,4829766.921837994,48.25925925925926,3.9732510288065845,1.989071038251366,0.22633744855967078,503.12986927229406
55025000408,243,0.8683127572016461,,19.76954732510288,3.483539094650206,1.7973856209150327,0.13168724279835392,
42003170200,242,0.7933884297520661,2552011.7503752345,32.16942148760331,3.68801652892562,1.7666666666666666,0.2727272727272727,948.2714958675939
04013811100,242,0.8016528925619835,,35.33057851239669,3.458677685950413,2.049019607843137,0.10743801652892562,
04013422307,234,0.9188034188034188,1593629.6909591546,21.542735042735043,3.735042735042735,1.811764705882353,0.021367521367521368,1468.3461366684433
32003005349,231,0.8701298701298701,18782739.209880024,28.337662337662337,3.984848484848485,1.823008849557522,0.08658008658008658,122.98525652663605
32003002947,230,0.808695652173913,90081278.63950229,34.2695652173913,3.8195652173913044,1.5514018691588785,0.09565217391304348,25.532497259551644
32003002846,229,0.7641921397379913,113262348.81990418,51.157205240174676,3.7860262008733625,1.7207792207792207,0.0611353711790393,20.21854591450576
04013216813,225,0.8444444444444444,270722872.64707357,40.33777777777778,4.164444444444444,2.074324324324324,0.15555555555555556,8.311082022734004
04013812400,223,0.8923766816143498,650854.3419914048,25.681614349775785,3.782511210762332,1.8415841584158417,0.06726457399103139,3426.2658418731876
32003005843,221,0.9095022624434389,129925562.54644284,84.33031674208145,3.6153846153846154,1.93125,0.19457013574660634,17.009739705456496
04013107500,219,0.7990867579908676,49805727.59348405,70.53424657534246,3.997716894977169,1.870748299319728,0.1689497716894977,43.97084644310089
04013941300,218,0.8669724770642202,,40.53211009174312,3.5756880733944953,1.9126984126984128,0.12844036697247707,
04013104205,218,0.8027522935779816,89786426.21166992,26.18348623853211,3.2752293577981653,1.6979865771812082,0.11926605504587157,24.279839302888483
04013113802,217,0.9032258064516129,54239739.25900549,53.43778801843318,3.0622119815668203,1.631578947368421,0.1935483870967742,40.0075669545132
04013421400,216,0.8703703703703703,,25.680555555555557,3.8912037037037037,1.7019230769230769,0.09722222222222222,
04013216807,216,0.8425925925925926,270722872.64707357,27.27314814814815,3.9027777777777777,1.7549019607843137,0.09259259259259259,7.978638741824643
04013814600,215,0.8930232558139535,1193792.4067742862,36.925581395348836,3.658139534883721,2.0236220472440944,0.09302325581395349,1800.9831422947782
04013319704,214,0.8925233644859814,293002.422459856,19.121495327102803,3.4509345794392523,1.7857142857142858,0.03271028037383177,7303.693880869531
32003002000,214,0.7570093457943925,8657816.566128949,63.953271028037385,3.4485981308411215,1.921259842519685,0.22897196261682243,247.17548398658542
32003005322,213,0.6948356807511737,18782739.209880024,78.42723004694835,3.812206572769953,1.8275862068965518,0.1643192488262911,113.40198978430077
04013810400,212,0.7783018867924528,489490.6139465271,43.0,3.7122641509433962,1.853658536585366,0.16037735849056603,4331.032995520508
04013111800,212,0.8207547169811321,26796418.836932044,50.386792452830186,3.794811320754717,1.6206896551724137,0.10377358490566038,79.11504939899355
42003020300,211,0.7725118483412322,1754492.3735387682,59.29383886255924,4.002369668246446,1.70625,0.22748815165876776,1202.6270571608022
04013107800,210,0.7523809523809524,94578530.60420328,58.77619047619048,3.9404761904761907,2.3307086614173227,0.17142857142857143,22.20377062938501
32003001004,209,0.784688995215311,16095092.396815753,28.444976076555022,3.583732057416268,1.5573770491803278,0.06220095693779904,129.85324647241447
32003005351,209,0.8133971291866029,16582691.544402694,41.67942583732057,3.8062200956937797,1.8,0.10047846889952153,126.03502841524279
04013422301,207,0.9033816425120773,446620.7653174383,22.04830917874396,3.678743961352657,1.6493506493506493,0.06763285024154589,4634.804650269083
32003002975,207,0.8260869565217391,90081278.63950229,50.265700483091784,3.9516908212560384,1.7142857142857142,0.07246376811594203,22.979247533596478
32003002837,207,0.8502415458937198,124467335.09172945,54.70531400966183,3.6207729468599035,1.7905405405405406,0.057971014492753624,16.630869444376387
04013612300,207,0.8454106280193237,147733895.28114972,36.1256038647343,3.6739130434782608,1.8106060606060606,0.10628019323671498,14.011679554381343
04013217600,206,0.8495145631067961,49348139.07162041,25.820388349514563,3.813106796116505,1.8387096774193548,0.04854368932038835,41.74422863261897
37119003103,205,0.824390243902439,4319855.0411769515,33.05365853658537,3.6682926829268294,1.7847222222222223,0.2097560975609756,474.55296079598867
32003002206,204,0.8382352941176471,16095092.396815753,61.36764705882353,3.7892156862745097,1.6862745098039216,0.16176470588235295,126.74670947546674
